Título,Idioma,Extensión,Colección,link_descarga,link_epub,image_url,enlace_drive_exp
Cuentos,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000092269&name=00000001.epub&attachment=Cuentos.epub,https://bdh-rd.bne.es/epub.vm?id=0000092269&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000092269&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1WC0guP4NIlcSsF-Pty_0xJu7ZhYs4-5g
Morsamor : novela,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000147693&name=00000001.epub&attachment=Morsamor%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000147693&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000147693&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1GfiQQ9X-hrNJNzRRYqoFv0-6ALPh_F_e
Pasarse de listo : novela original,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000231689&name=00000001.epub&attachment=Pasarse%20de%20listo%20%3A%20novela%20original.epub,https://bdh-rd.bne.es/epub.vm?id=0000231689&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000231689&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1n1mHMEt5Vb_aY_vvISB14JcswVOD2geh
La guerra carlista,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200709&name=00000001.epub&attachment=La%20guerra%20carlista.epub,https://bdh-rd.bne.es/epub.vm?id=0000200709&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200709&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1YA-sJsVvOZyaOHrxH1HK1h2ulAs2NC5I
Notes viscudes,Catalán,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000260338&name=00000001.epub&attachment=Notes%20viscudes.epub,https://bdh-rd.bne.es/epub.vm?id=0000260338&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000260338&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Rk4373SIG1_PgczbjxoxBVNlCpDst_LG
Viaje alrededor del mundo : aventuras de un joven marino,Español,Lectura cómoda,Viajes,http://bdh-rd.bne.es/high.raw?id=0000150974&name=00000001.epub&attachment=Viaje%20alrededor%20del%20mundo%20%3A%20aventuras%20de%20un%20joven%20marino.epub,https://bdh-rd.bne.es/epub.vm?id=0000150974&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000150974&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1vUxIr5Z84rv-00np8Yo3rhBD1aIb0pai
Gaucha novela nacional,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000122514&name=00000001.epub&attachment=Gaucha%20novela%20nacional.epub,https://bdh-rd.bne.es/epub.vm?id=0000122514&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000122514&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1XDn2AB2bPauJnOPMAJxGRhpinRMtJMaB
Leña seca (costumbres de campo),Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000122481&name=00000001.epub&attachment=Le%C3%B1a%20seca%20%28costumbres%20de%20campo%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000122481&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000122481&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=13bmIGhGnjl3rHFPTFGhJX2Xqd08Bzacs
Don Porrazo ó Mi cubierto de plata á guisa de novela de costubres gallegas,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000260031&name=00000001.epub&attachment=Don%20Porrazo%20%C3%B3%20Mi%20cubierto%20de%20plata%20%C3%A1%20guisa%20de%20novela%20de%20costubres%20gallegas.epub,https://bdh-rd.bne.es/epub.vm?id=0000260031&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000260031&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1KgSoD9bN9Q_2fOd0BJs_Nfmiz7QOFkq2
Lámparas votivas : poesías,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201464&name=00000001.epub&attachment=L%C3%A1mparas%20votivas%20%3A%20poes%C3%ADas.epub,https://bdh-rd.bne.es/epub.vm?id=0000201464&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201464&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1kM6oaFVnT7mktY3FVrKYK5r7_SN_1llz
Introducción a la sabiduría = (Ad Sapientiam introductio),Español,Lectura cómoda,Filosofía y Psicología,http://bdh-rd.bne.es/high.raw?id=0000290612&name=00000001.epub&attachment=Introducci%C3%B3n%20a%20la%20sabidur%C3%ADa%20%3D%20%28Ad%20Sapientiam%20introductio%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000290612&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000290612&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1WARPfgZWm6Lz0r1bX1T2oh5HQj_h-Rcj
La tía Tula : (novela),Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200900&name=00000001.epub&attachment=La%20t%C3%ADa%20Tula%20%3A%20%28novela%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000200900&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200900&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=180RwuV3UvCP2xuO3E5sGYnX1F12acqhO
Novelas,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000185573&name=00000001.epub&attachment=Novelas.epub,https://bdh-rd.bne.es/epub.vm?id=0000185573&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000185573&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1j45LNKyjgVBRvdxUDBzwccNIVZont79-
Viajes por España,Español,Lectura sustanciosa,Viajes,http://bdh-rd.bne.es/high.raw?id=0000056529&name=00000001.epub&attachment=Viajes%20por%20Espa%C3%B1a.epub,https://bdh-rd.bne.es/epub.vm?id=0000056529&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000056529&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1tFk5kMvD-TTHq1DKR4xtrMFxXnAABWQY
Estudios penitenciarios,Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000057029&name=00000001.epub&attachment=Estudios%20penitenciarios.epub,https://bdh-rd.bne.es/epub.vm?id=0000057029&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000057029&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1k5QfXh0gKFbYIpZFUKMEUzvRsICyJUeB
Estudios penitenciarios,Español,Lectura sustanciosa,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000057029&name=00000001.epub&attachment=Estudios%20penitenciarios.epub,https://bdh-rd.bne.es/epub.vm?id=0000057029&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000057029&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1k5QfXh0gKFbYIpZFUKMEUzvRsICyJUeB
Estudios penitenciarios,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000057029&name=00000001.epub&attachment=Estudios%20penitenciarios.epub,https://bdh-rd.bne.es/epub.vm?id=0000057029&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000057029&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1k5QfXh0gKFbYIpZFUKMEUzvRsICyJUeB
Estudios penitenciarios,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000057029&name=00000001.epub&attachment=Estudios%20penitenciarios.epub,https://bdh-rd.bne.es/epub.vm?id=0000057029&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000057029&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1k5QfXh0gKFbYIpZFUKMEUzvRsICyJUeB
"Diario de un testigo de la guerra de África : ilustrado con vistas de batallas, de ciudades y paisajes, tipos, trajes y monumentos, con el retrato del autor y de los principales personajes, copiados de fotografías y croquis ejecutados en el mismo teatro de la guerra",Español,Lectura sustanciosa,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000086778&name=00000001.epub&attachment=Diario%20de%20un%20testigo%20de%20la%20guerra%20de%20%C3%81frica%20%3A%20ilustrado%20con%20vistas%20de%20batallas%2C%20de%20ciudades%20y%20paisajes%2C%20tipos%2C%20trajes%20y%20monumentos%2C%20con%20el%20retrato%20del%20autor%20y%20de%20los%20principales%20personajes%2C%20copiados%20de%20fotograf%C3%ADas%20y%20croquis%20ejecutados%20en%20el%20mismo%20teatro%20de%20la%20guerra.epub,https://bdh-rd.bne.es/epub.vm?id=0000086778&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000086778&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1AmyE0Wj53eZKKvGVJ8jYUDIFMEcu-_cs
Entre naranjos : novela,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000191893&name=00000001.epub&attachment=Entre%20naranjos%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000191893&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000191893&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1FGk8npx8Hk-Vg3sVV44TOorNxrASbVwN
"Suma y narracion de los Incas, que los indios llamaron Capaccuna, que fueron Señores de la Ciudad del Cuzco y de todo lo á ella subjeto",Español,Lectura rápida,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000134455&name=00000001.epub&attachment=Suma%20y%20narracion%20de%20los%20Incas%2C%20que%20los%20indios%20llamaron%20Capaccuna%2C%20que%20fueron%20Se%C3%B1ores%20de%20la%20Ciudad%20del%20Cuzco%20y%20de%20todo%20lo%20%C3%A1%20ella%20subjeto.epub,https://bdh-rd.bne.es/epub.vm?id=0000134455&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000134455&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=13Wo02XepmBHMLWGW1s4OgUru3aqP890a
La teoria darwiniana y la Creación llamada independiente,Español,Tocho apasionante,Ciencias puras,http://bdh-rd.bne.es/high.raw?id=0000193771&name=00000001.epub&attachment=La%20teoria%20darwiniana%20y%20la%20Creaci%C3%B3n%20llamada%20independiente.epub,https://bdh-rd.bne.es/epub.vm?id=0000193771&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000193771&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1M2NYLc_rv4k0Xo_8EzcayAJaQWWZHlEd
La teoria darwiniana y la Creación llamada independiente,Español,Tocho apasionante,Ciencias puras,http://bdh-rd.bne.es/high.raw?id=0000193771&name=00000001.epub&attachment=La%20teoria%20darwiniana%20y%20la%20Creaci%C3%B3n%20llamada%20independiente.epub,https://bdh-rd.bne.es/epub.vm?id=0000193771&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000193771&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1M2NYLc_rv4k0Xo_8EzcayAJaQWWZHlEd
El dia sense demà,Catalán,Lectura rápida,Traducción,http://bdh-rd.bne.es/high.raw?id=0000270075&name=00000001.epub&attachment=El%20dia%20sense%20dem%C3%A0.epub,https://bdh-rd.bne.es/epub.vm?id=0000270075&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000270075&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1YWOpoTeUXyj1taCV5bQ4ZHV2az1M921c
Gritos del alma desahogos en prosa,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000062490&name=00000001.epub&attachment=Gritos%20del%20alma%20desahogos%20en%20prosa.epub,https://bdh-rd.bne.es/epub.vm?id=0000062490&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000062490&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1_IjNh3ZPSvj3alW0chqCudZ_EwME0ruS
Un retrato de mujer,Español,Lectura cómoda,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000092306&name=00000001.epub&attachment=Un%20retrato%20de%20mujer.epub,https://bdh-rd.bne.es/epub.vm?id=0000092306&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000092306&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Ba_PDH98NWL6JCQHorF5O1dnRewb7nlG
Rimas,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000094023&name=00000001.epub&attachment=Rimas.epub,https://bdh-rd.bne.es/epub.vm?id=0000094023&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000094023&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jkubPeDJPDSwf62Fb8VAbmVN2GLz4kBy
Fausto impresiones del gaucho Anastacio [sic] el Pollo en la representación de esta ópera,Español,Lectura rápida,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000085569&name=00000001.epub&attachment=Fausto%20impresiones%20del%20gaucho%20Anastacio%20%5Bsic%5D%20el%20Pollo%20en%20la%20representaci%C3%B3n%20de%20esta%20%C3%B3pera.epub,https://bdh-rd.bne.es/epub.vm?id=0000085569&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000085569&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1AIeSEaZqykhDSN98kvQG0so6EauyLtI8
Cuadros de la historia militar y civil de Venezuela desde el descubrimiento y conquista de Guayana hasta la batalla de Carabobo,Español,Tocho apasionante,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000083563&name=00000001.epub&attachment=Cuadros%20de%20la%20historia%20militar%20y%20civil%20de%20Venezuela%20desde%20el%20descubrimiento%20y%20conquista%20de%20Guayana%20hasta%20la%20batalla%20de%20Carabobo.epub,https://bdh-rd.bne.es/epub.vm?id=0000083563&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000083563&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1R11Yda3ahvrQA47j4tYoiPfVLMpuTSmw
Cuadros de la historia militar y civil de Venezuela desde el descubrimiento y conquista de Guayana hasta la batalla de Carabobo,Español,Tocho apasionante,Historia de América,http://bdh-rd.bne.es/high.raw?id=0000083563&name=00000001.epub&attachment=Cuadros%20de%20la%20historia%20militar%20y%20civil%20de%20Venezuela%20desde%20el%20descubrimiento%20y%20conquista%20de%20Guayana%20hasta%20la%20batalla%20de%20Carabobo.epub,https://bdh-rd.bne.es/epub.vm?id=0000083563&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000083563&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1R11Yda3ahvrQA47j4tYoiPfVLMpuTSmw
Historia de los viajes del capitán Cook por mar y tierra,Español,Lectura cómoda,Viajes,http://bdh-rd.bne.es/high.raw?id=0000085196&name=00000001.epub&attachment=Historia%20de%20los%20viajes%20del%20capit%C3%A1n%20Cook%20por%20mar%20y%20tierra.epub,https://bdh-rd.bne.es/epub.vm?id=0000085196&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000085196&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Nwd_nAUPcXd74aMI-6PkEOMOB8tsPX_s
Northanger Abbey and Persuasion,Inglés,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000192479&name=00000001.epub&attachment=Northanger%20Abbey%20and%20Persuasion.epub,https://bdh-rd.bne.es/epub.vm?id=0000192479&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192479&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1uc5b8Ml-WybgNC0TPTuv_UEizfokEvCO
El Método Montessori,Español,Lectura rápida,Educación,http://bdh-rd.bne.es/high.raw?id=0000270023&name=00000001.epub&attachment=El%20M%C3%A9todo%20Montessori.epub,https://bdh-rd.bne.es/epub.vm?id=0000270023&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000270023&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=14TTeFHlHnUukt9bk2e0-SM2QXRJ9jABP
Apuntes de psicología científica,Español,Lectura cómoda,Filosofía y Psicología,http://bdh-rd.bne.es/high.raw?id=0000252509&name=00000001.epub&attachment=Apuntes%20de%20psicolog%C3%ADa%20cient%C3%ADfica.epub,https://bdh-rd.bne.es/epub.vm?id=0000252509&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000252509&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1IIn5fpSdtTob2aDKG76-aayQyyLDuosK
Desil·lusió,Catalán,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000289446&name=00000001.epub&attachment=Desil%C2%B7lusi%C3%B3.epub,https://bdh-rd.bne.es/epub.vm?id=0000289446&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000289446&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1qIAxoHyRjvxkEG4uwJd2NoyNeST4WI5K
Madrid por dentro cuadros de la vida cortesana,Español,Tocho apasionante,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000105107&name=00000001.epub&attachment=Madrid%20por%20dentro%20cuadros%20de%20la%20vida%20cortesana.epub,https://bdh-rd.bne.es/epub.vm?id=0000105107&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000105107&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1I8sFqbCybYCY0qhTtTOenyuH1AVp3wr3
Juanita la Larga : novelas,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000201149&name=00000001.epub&attachment=Juanita%20la%20Larga%20%3A%20novelas.epub,https://bdh-rd.bne.es/epub.vm?id=0000201149&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201149&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1IUH9GE5x9NVqpr4UYz6khKhtujN58cRN
Crítica literaria : (1854-1856),Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201119&name=00000001.epub&attachment=Cr%C3%ADtica%20literaria%20%3A%20%281854-1856%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000201119&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201119&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1ipJfECWQKi-ZXDWb5EmdZqkQLuuPLze6
Crítica literaria : (1864-1871),Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000201124&name=00000001.epub&attachment=Cr%C3%ADtica%20literaria%20%3A%20%281864-1871%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000201124&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201124&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1ukeT15t8nJWUblI_13sql-COPWaKIEQi
Crítica literaria : (1873-1878),Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000201126&name=00000001.epub&attachment=Cr%C3%ADtica%20literaria%20%3A%20%281873-1878%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000201126&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201126&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1dovAb6EqXa2Zh5SR9Eqx6FNLWQbmsOlS
Crítica literaria : (1887-1889),Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000201123&name=00000001.epub&attachment=Cr%C3%ADtica%20literaria%20%3A%20%281887-1889%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000201123&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201123&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1C5tOAwMOcy5lM3fE_Chr0kOerVswkDMK
La poesía lírica y épica en la España del siglo XIX : crítica literaria : (1901-1905) : con notas biográficas y críticas,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000232130&name=00000001.epub&attachment=La%20poes%C3%ADa%20l%C3%ADrica%20y%20%C3%A9pica%20en%20la%20Espa%C3%B1a%20del%20siglo%20XIX%20%3A%20cr%C3%ADtica%20literaria%20%3A%20%281901-1905%29%20%3A%20con%20notas%20biogr%C3%A1ficas%20y%20cr%C3%ADticas.epub,https://bdh-rd.bne.es/epub.vm?id=0000232130&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000232130&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1-2prtJin2xFQb7WEP1iwAQvGy0ID5eaY
"Retrato de la lozana andaluza en lengua española muy clarísima, compuesto en Roma",Español,Lectura sustanciosa,Literatura del Siglo de Oro,http://bdh-rd.bne.es/high.raw?id=0000113824&name=00000001.epub&attachment=Retrato%20de%20la%20lozana%20andaluza%20en%20lengua%20espa%C3%B1ola%20muy%20clar%C3%ADsima%2C%20compuesto%20en%20Roma.epub,https://bdh-rd.bne.es/epub.vm?id=0000113824&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000113824&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1mv2P-6grx3pzLcTcyvCKkHLSQ-lCGEjN
"Vida de Abran Lincoln, décimo sesto presidente de los Estados Unidos",Español,Lectura sustanciosa,Biografías,http://bdh-rd.bne.es/high.raw?id=0000129169&name=00000001.epub&attachment=Vida%20de%20Abran%20Lincoln%2C%20d%C3%A9cimo%20sesto%20presidente%20de%20los%20Estados%20Unidos.epub,https://bdh-rd.bne.es/epub.vm?id=0000129169&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000129169&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1YEAMeRndJt_cd8MsTKL2pf226DzXDTHJ
"Historia de Bizkaya, 1793-1807",Español,Tocho apasionante,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000256806&name=00000001.epub&attachment=Historia%20de%20Bizkaya%2C%201793-1807.epub,https://bdh-rd.bne.es/epub.vm?id=0000256806&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000256806&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1d9cF05C2ZZ2cl9Qw8nPApKqNtKdkzeGk
"Pues, señor--",Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000213003&name=00000001.epub&attachment=Pues%2C%20se%C3%B1or--.epub,https://bdh-rd.bne.es/epub.vm?id=0000213003&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000213003&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=16d6jrd06U4rn7HrO9Wg8g9J8iRFCQK-S
