Título,Idioma,Extensión,Colección,link_descarga,link_epub,image_url,enlace_drive_exp
Luna y sol de marisma novela,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000260818&name=00000001.epub&attachment=Luna%20y%20sol%20de%20marisma%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000260818&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000260818&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1hxpINmakpYbZpiHqjOmxGlkRQ2enIGEg
A la deriva,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000253228&name=00000001.epub&attachment=A%20la%20deriva.epub,https://bdh-rd.bne.es/epub.vm?id=0000253228&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253228&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1oiWZVP4wJVwlXA1lItXhuvlO3aIxPcef
A la deriva,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000253228&name=00000001.epub&attachment=A%20la%20deriva.epub,https://bdh-rd.bne.es/epub.vm?id=0000253228&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253228&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1oiWZVP4wJVwlXA1lItXhuvlO3aIxPcef
Edmon,Catalán,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000253235&name=00000001.epub&attachment=Edmon.epub,https://bdh-rd.bne.es/epub.vm?id=0000253235&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000253235&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1REi-PDf3ySCg89T0SWo-YfOsfCr-2f3r
"Apéndice a la gramática latina, o sean reglas para facilitar la tradución del latín",Español,Lectura exprés,Lenguaje,http://bdh-rd.bne.es/high.raw?id=0000131356&name=00000001.epub&attachment=Ap%C3%A9ndice%20a%20la%20gram%C3%A1tica%20latina%2C%20o%20sean%20reglas%20para%20facilitar%20la%20traduci%C3%B3n%20del%20lat%C3%ADn.epub,https://bdh-rd.bne.es/epub.vm?id=0000131356&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000131356&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1HFc5FKp93CqG1a8jrvLshWkGLXC8eGHB
Guía del perfecto latino : obra original,Español,Lectura rápida,Lenguaje,http://bdh-rd.bne.es/high.raw?id=0000140960&name=00000001.epub&attachment=Gu%C3%ADa%20del%20perfecto%20latino%20%3A%20obra%20original.epub,https://bdh-rd.bne.es/epub.vm?id=0000140960&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000140960&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1pq4b7EOD3criM77uxkLYRVM3cNAW_Nch
El maurismo y la revolución desde arriba : discurso pronunciado por A D. Antonio Maura en la inauguración del Centro Obrero Maurista de Buenavista el 21 de diciembre de 1922,Español,Lectura exprés,Historia de España,http://bdh-rd.bne.es/high.raw?id=0000187633&name=00000001.epub&attachment=El%20maurismo%20y%20la%20revoluci%C3%B3n%20desde%20arriba%20%3A%20discurso%20pronunciado%20por%20A%20D.%20Antonio%20Maura%20en%20la%20inauguraci%C3%B3n%20del%20Centro%20Obrero%20Maurista%20de%20Buenavista%20el%2021%20de%20diciembre%20de%201922.epub,https://bdh-rd.bne.es/epub.vm?id=0000187633&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000187633&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1zI7H3qtInpYlnS6kCohXJFRGBsivzqYT
Los mejores cuentos de los mejores autores españoles contemporáneos : (antología),Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000193099&name=00000001.epub&attachment=Los%20mejores%20cuentos%20de%20los%20mejores%20autores%20espa%C3%B1oles%20contempor%C3%A1neos%20%3A%20%28antolog%C3%ADa%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000193099&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000193099&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1TOeeRREx_Yx35ce8o0S80tVRJpUmYVN5
"La delincuencia en los niños : causas, remedios",Español,Lectura cómoda,Ciencias médicas,http://bdh-rd.bne.es/high.raw?id=0000076076&name=00000001.epub&attachment=La%20delincuencia%20en%20los%20ni%C3%B1os%20%3A%20causas%2C%20remedios.epub,https://bdh-rd.bne.es/epub.vm?id=0000076076&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000076076&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=18ngeo0IxA9NYZa_rLZesZ4NLcF3z4kJF
Conferencias sobre filosofía del arte,Español,Lectura rápida,Historia del Arte,http://bdh-rd.bne.es/high.raw?id=0000098099&name=00000001.epub&attachment=Conferencias%20sobre%20filosof%C3%ADa%20del%20arte.epub,https://bdh-rd.bne.es/epub.vm?id=0000098099&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000098099&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1g2DI3WBM3elmIHJuAKLuTF2xQtEIhIjt
Doctrinal de preceptiva literaria,Español,Lectura sustanciosa,Lenguaje,http://bdh-rd.bne.es/high.raw?id=0000132225&name=00000001.epub&attachment=Doctrinal%20de%20preceptiva%20literaria.epub,https://bdh-rd.bne.es/epub.vm?id=0000132225&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000132225&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1eViKkx3HomAjY03p3vlYmG3Bk4kz5cFP
Historia literaria : ensayo,Español,Tocho apasionante,Lenguaje,http://bdh-rd.bne.es/high.raw?id=0000192911&name=00000001.epub&attachment=Historia%20literaria%20%3A%20ensayo.epub,https://bdh-rd.bne.es/epub.vm?id=0000192911&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192911&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1djSj4eIiqsry5X3IBVNGvVkOi_r9Rr-8
Tassara : nueva biografía crítica,Español,Lectura cómoda,Biografías,http://bdh-rd.bne.es/high.raw?id=0000064312&name=00000001.epub&attachment=Tassara%20%3A%20nueva%20biograf%C3%ADa%20cr%C3%ADtica.epub,https://bdh-rd.bne.es/epub.vm?id=0000064312&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000064312&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1A699pgQ9H7bkCb2Lg_4InqncVPPVCHKV
Discursos leidos ante la Real Academia Española en la pública recepción del Doctor Don Marcelino Menéndez Pelayo el día 6 de Marzo de 1881,Español,Lectura rápida,Lenguaje,http://bdh-rd.bne.es/high.raw?id=0000203915&name=00000001.epub&attachment=Discursos%20leidos%20ante%20la%20Real%20Academia%20Espa%C3%B1ola%20en%20la%20p%C3%BAblica%20recepci%C3%B3n%20del%20Doctor%20Don%20Marcelino%20Men%C3%A9ndez%20Pelayo%20el%20d%C3%ADa%206%20de%20Marzo%20de%201881.epub,https://bdh-rd.bne.es/epub.vm?id=0000203915&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000203915&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1xNW9wpYCzabCau5JT9GpnL5N7t3qJ3bb
Cumandá o Un drama entre salvajes,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000114967&name=00000001.epub&attachment=Cumand%C3%A1%20o%20Un%20drama%20entre%20salvajes.epub,https://bdh-rd.bne.es/epub.vm?id=0000114967&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000114967&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1ltEsxnuHQQ_KNoIW8GeZRV6lEa8Ixkb7
Tijeretazos y plumadas artículos humorísticos,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000084287&name=00000001.epub&attachment=Tijeretazos%20y%20plumadas%20art%C3%ADculos%20humor%C3%ADsticos.epub,https://bdh-rd.bne.es/epub.vm?id=0000084287&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000084287&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1QP4tGVLr1ESxzLOyKaXpa-mzvyvMg37A
Por qué me condenaron a muerte Memorias de un condenado a muerte por los alemanes [1914-1918],Español,Lectura cómoda,Biografías,http://bdh-rd.bne.es/high.raw?id=0000288703&name=00000001.epub&attachment=Por%20qu%C3%A9%20me%20condenaron%20a%20muerte%20Memorias%20de%20un%20condenado%20a%20muerte%20por%20los%20alemanes%20%5B1914-1918%5D.epub,https://bdh-rd.bne.es/epub.vm?id=0000288703&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000288703&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=16q9cuzEoOL2NvUQ6FbGxKNAZZnLCcNFC
Discursos leídos ante la Real Academia Española en la recepción pública del R.P. Miguel Mir,Español,Lectura rápida,Lenguaje,http://bdh-rd.bne.es/high.raw?id=0000232829&name=00000001.epub&attachment=Discursos%20le%C3%ADdos%20ante%20la%20Real%20Academia%20Espa%C3%B1ola%20en%20la%20recepci%C3%B3n%20p%C3%BAblica%20del%20R.P.%20Miguel%20Mir.epub,https://bdh-rd.bne.es/epub.vm?id=0000232829&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000232829&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1OWBg5EIn2WOiH7hNAYc86LamB0zoZjja
Las cerezas del Cementerio : (inédita),Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000107203&name=00000001.epub&attachment=Las%20cerezas%20del%20Cementerio%20%3A%20%28in%C3%A9dita%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000107203&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000107203&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1X8-f-5uZbKSDr9AvmQeEygHXNb1u93yM
Nociones de higiene y fisiología,Español,Lectura cómoda,Ciencias médicas,http://bdh-rd.bne.es/high.raw?id=0000045493&name=00000001.epub&attachment=Nociones%20de%20higiene%20y%20fisiolog%C3%ADa.epub,https://bdh-rd.bne.es/epub.vm?id=0000045493&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000045493&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1SaW34T44gJfpKeU2VoFC_g0FD5sTy4Sr
Capítulos que se le olvidaron a Cervantes : ensayo de imitación de un libro inimitable,Español,Lectura sustanciosa,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000190752&name=00000001.epub&attachment=Cap%C3%ADtulos%20que%20se%20le%20olvidaron%20a%20Cervantes%20%3A%20ensayo%20de%20imitaci%C3%B3n%20de%20un%20libro%20inimitable.epub,https://bdh-rd.bne.es/epub.vm?id=0000190752&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000190752&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1_5MDurMS0WNUnSQJuAAhLeG_zvOpugDD
Poemas y cantares,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200828&name=00000001.epub&attachment=Poemas%20y%20cantares.epub,https://bdh-rd.bne.es/epub.vm?id=0000200828&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200828&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1qzbo3t4RkxjBGATNoBCqs3z_OgtC1jE5
Los hombres de presa : novela,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000192659&name=00000001.epub&attachment=Los%20hombres%20de%20presa%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000192659&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192659&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12mu7t8fXmOyjbocPozOQGG_rvJy7Lt9M
La necesidad de pecar : novela de los bajos fondos madrileños,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000192692&name=00000001.epub&attachment=La%20necesidad%20de%20pecar%20%3A%20novela%20de%20los%20bajos%20fondos%20madrile%C3%B1os.epub,https://bdh-rd.bne.es/epub.vm?id=0000192692&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192692&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1hgSLA-IH3d9cuYlReq5XLFkOk-ZqivI6
El patio de Monipodio : novela,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000192662&name=00000001.epub&attachment=El%20patio%20de%20Monipodio%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000192662&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192662&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=15heTevGdFxvSj47QpscJSeOskwfclgir
La peliculera : (novela),Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000192685&name=00000001.epub&attachment=La%20peliculera%20%3A%20%28novela%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000192685&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192685&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1raYk9zXJMmUD4qFh62NIlmPS73gjyUwC
"Venus rebelde : (de las ""Memorias de Conchita Pinares"") : novela",Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000192661&name=00000001.epub&attachment=Venus%20rebelde%20%3A%20%28de%20las%20%22Memorias%20de%20Conchita%20Pinares%22%29%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000192661&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192661&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1I2J3fMTOi0cSVXXNjVLU8iSXAh0PPw81
Más allá : Novela,Español,Lectura rápida,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000065625&name=00000001.epub&attachment=M%C3%A1s%20all%C3%A1%20%3A%20Novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000065625&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000065625&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1PmCIElXTpcVcfZEaczHzwLKoDwVRBAiu
Toledo Añoranzas,Español,Lectura rápida,Geografía,http://bdh-rd.bne.es/high.raw?id=0000217007&name=00000001.epub&attachment=Toledo%20A%C3%B1oranzas.epub,https://bdh-rd.bne.es/epub.vm?id=0000217007&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000217007&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1U-mD00goLfZ-n5lq60-7i_Yb3vMuRubS
Compendio de zootecnia especial,Español,Lectura cómoda,Zoología y Botánica,http://bdh-rd.bne.es/high.raw?id=0000115261&name=00000001.epub&attachment=Compendio%20de%20zootecnia%20especial.epub,https://bdh-rd.bne.es/epub.vm?id=0000115261&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000115261&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1n-0UhXOcB_i4vN8NsLGYtqZ0QeHK5Q2Z
"Las mujeres españolas, americanas y lusitanas pintadas por sí mismas. Tomo primero estudio completo de la mujer en todas las esferas sociales ... : obra dedicada a la mujer por la mujer",Español,Tocho apasionante,Colección Mujer,http://bdh-rd.bne.es/high.raw?id=0000251813&name=00000001.epub&attachment=Las%20mujeres%20espa%C3%B1olas%2C%20americanas%20y%20lusitanas%20pintadas%20por%20s%C3%AD%20mismas.%20Tomo%20primero%20estudio%20completo%20de%20la%20mujer%20en%20todas%20las%20esferas%20sociales%20...%20%3A%20obra%20dedicada%20a%20la%20mujer%20por%20la%20mujer.epub,https://bdh-rd.bne.es/epub.vm?id=0000251813&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000251813&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1rFX_QSGME78noifeDks6F4QrEZ1LqkOO
"Calamar : casi pelicula policiaca en tres jornadas, divididas en varias partes, con algunos letreros y primeros planos",Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201015&name=00000001.epub&attachment=Calamar%20%3A%20casi%20pelicula%20policiaca%20en%20tres%20jornadas%2C%20divididas%20en%20varias%20partes%2C%20con%20algunos%20letreros%20y%20primeros%20planos.epub,https://bdh-rd.bne.es/epub.vm?id=0000201015&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201015&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=14Emv8KhRyjSGcBa7OMecuzo2K7sMoANj
Cuentos y cosas,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200727&name=00000001.epub&attachment=Cuentos%20y%20cosas.epub,https://bdh-rd.bne.es/epub.vm?id=0000200727&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200727&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1F4nPuD1nPiyZtuDVrjgopyqAeAIhE-FS
El último pecado : comedia en tres actos y un epílogo,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000200965&name=00000001.epub&attachment=El%20%C3%BAltimo%20pecado%20%3A%20comedia%20en%20tres%20actos%20y%20un%20ep%C3%ADlogo.epub,https://bdh-rd.bne.es/epub.vm?id=0000200965&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000200965&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1IS7-BkJV5i1UR36tjkFC1NT1xuQDiz8c
"La venganza de don Mendo : caricatura de tragedia en cuatro jornadas, original, escrita en verso, con algún que otro ripio",Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201749&name=00000001.epub&attachment=La%20venganza%20de%20don%20Mendo%20%3A%20caricatura%20de%20tragedia%20en%20cuatro%20jornadas%2C%20original%2C%20escrita%20en%20verso%2C%20con%20alg%C3%BAn%20que%20otro%20ripio.epub,https://bdh-rd.bne.es/epub.vm?id=0000201749&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201749&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1FAcK8nikfC9n1WsOW6Y-56IwWdGFqVPI
Recuerdos marroquíes del moro vizcaíno José María de Murga (a) El Hach Mohamed El Bagdády,Español,Lectura sustanciosa,Viajes,http://bdh-rd.bne.es/high.raw?id=0000113118&name=00000001.epub&attachment=Recuerdos%20marroqu%C3%ADes%20del%20moro%20vizca%C3%ADno%20Jos%C3%A9%20Mar%C3%ADa%20de%20Murga%20%28a%29%20El%20Hach%20Mohamed%20El%20Bagd%C3%A1dy.epub,https://bdh-rd.bne.es/epub.vm?id=0000113118&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000113118&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1hYEs2volWAbiZi-eQ9kM3Fi8gfc_NrPZ
"El cantor de las cumbres : novela poemática, de costumbres asturianas",Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000202986&name=00000001.epub&attachment=El%20cantor%20de%20las%20cumbres%20%3A%20novela%20poem%C3%A1tica%2C%20de%20costumbres%20asturianas.epub,https://bdh-rd.bne.es/epub.vm?id=0000202986&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000202986&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1ln-hLtMmzHBILuVeQMn4fbB4I-RYTBac
El ingenioso hidalgo Miguel de Cervantes Saavedra : sucesos de su vida contados por Francisco Navarro y Ledesma,Español,Tocho apasionante,Biografías,http://bdh-rd.bne.es/high.raw?id=0000147790&name=00000001.epub&attachment=El%20ingenioso%20hidalgo%20Miguel%20de%20Cervantes%20Saavedra%20%3A%20sucesos%20de%20su%20vida%20contados%20por%20Francisco%20Navarro%20y%20Ledesma.epub,https://bdh-rd.bne.es/epub.vm?id=0000147790&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000147790&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1WIsS11juKEWKFAwlW12ZixbRCm6YQf87
La Religión y el mundo moderno,Español,Lectura rápida,Religión y Mística,http://bdh-rd.bne.es/high.raw?id=0000290474&name=00000001.epub&attachment=La%20Religi%C3%B3n%20y%20el%20mundo%20moderno.epub,https://bdh-rd.bne.es/epub.vm?id=0000290474&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000290474&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1FjFBfP0iiEBRayvEjYdH0c0vZJ0FhOHr
El cardenal Cisneros Estudio biográfico,Español,Lectura cómoda,Biografías,http://bdh-rd.bne.es/high.raw?id=0000290087&name=00000001.epub&attachment=El%20cardenal%20Cisneros%20Estudio%20biogr%C3%A1fico.epub,https://bdh-rd.bne.es/epub.vm?id=0000290087&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000290087&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1qGPNUaD0gkknt3f51gQ1juSfWHECGqgb
Filosofía y fisiología : conferencias dadas en la Escuela de Especialidades Médicas,Español,Tocho apasionante,Ciencias médicas,http://bdh-rd.bne.es/high.raw?id=0000135202&name=00000001.epub&attachment=Filosof%C3%ADa%20y%20fisiolog%C3%ADa%20%3A%20conferencias%20dadas%20en%20la%20Escuela%20de%20Especialidades%20M%C3%A9dicas.epub,https://bdh-rd.bne.es/epub.vm?id=0000135202&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000135202&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1lJPaOnrsLSGUcER8E2dPBpGzKFqGkPpS
La reforma médica,Español,Lectura sustanciosa,Ciencias médicas,http://bdh-rd.bne.es/high.raw?id=0000116685&name=00000001.epub&attachment=La%20reforma%20m%C3%A9dica.epub,https://bdh-rd.bne.es/epub.vm?id=0000116685&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000116685&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1-5-XcLJKXHXNpOfrnfBOEJ0l0-uucO3d
Cornúpetos y bestiarios,Español,Lectura cómoda,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000204215&name=00000001.epub&attachment=Corn%C3%BApetos%20y%20bestiarios.epub,https://bdh-rd.bne.es/epub.vm?id=0000204215&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000204215&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1Ez1IM1sZkmiqs7-E6ziB5vohL7RCeqhU
La novela de un toro,Español,Lectura rápida,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000204506&name=00000001.epub&attachment=La%20novela%20de%20un%20toro.epub,https://bdh-rd.bne.es/epub.vm?id=0000204506&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000204506&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1wJwNG09TsLlDkkpptRVnRL8uAan9Zsg7
De La Habana a Sevilla por los aires (Impresiones de un periodista español pasajero del zeppelin),Español,Lectura cómoda,Viajes,http://bdh-rd.bne.es/high.raw?id=0000252926&name=00000001.epub&attachment=De%20La%20Habana%20a%20Sevilla%20por%20los%20aires%20%28Impresiones%20de%20un%20periodista%20espa%C3%B1ol%20pasajero%20del%20zeppelin%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000252926&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000252926&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1ecr-qSsafvnU6rFdtZiykqKxp4inrqB_
Poesías,Español,Lectura cómoda,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000119488&name=00000001.epub&attachment=Poes%C3%ADas.epub,https://bdh-rd.bne.es/epub.vm?id=0000119488&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000119488&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=12_QC3FfTpxhyMSn6sf9Gv4-I-re2cjIU
La maja desnuda : novela,Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000201091&name=00000001.epub&attachment=La%20maja%20desnuda%20%3A%20novela.epub,https://bdh-rd.bne.es/epub.vm?id=0000201091&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000201091&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1jx8vIVrXjgS3NyX0qPYWi3HQyXkBkqlp
Los argonautas : (novela),Español,Lectura sustanciosa,Literatura del Siglo XX,http://bdh-rd.bne.es/high.raw?id=0000175779&name=00000001.epub&attachment=Los%20argonautas%20%3A%20%28novela%29.epub,https://bdh-rd.bne.es/epub.vm?id=0000175779&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000175779&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1pfrqF2VItN3ixYtTSvad5RH4yl67HDC4
Cervantes : novela original,Español,Tocho apasionante,Literatura del Siglo XIX,http://bdh-rd.bne.es/high.raw?id=0000192742&name=00000001.epub&attachment=Cervantes%20%3A%20novela%20original.epub,https://bdh-rd.bne.es/epub.vm?id=0000192742&page=1#epubcfi(/6/2[id_portada]!/4/1:0),http://bdh-rd.bne.es/pdf.raw?query=id:0000192742&page=1&jpeg=true,https://drive.google.com/uc?export=view&id=1DH6xeAjOkoDUinfWui0QOzFdUE3Zn7HC
